frame_idx,fish_id,length_cm
116,3,5.7060614013671875
117,1,5.972271118164063
118,2,5.7720098876953125
119,3,6.65549072265625
120,1,6.693925170898438
121,2,6.039371337890625
122,3,6.573192749023438
123,1,6.820350952148438
124,2,5.745951538085937
125,3,6.580171508789062
126,1,7.290208129882813
127,2,5.598235473632813
128,3,6.51397705078125
129,1,5.500486450195313
130,2,6.3716015625
131,3,7.56707763671875
132,1,5.480862426757812
133,2,7.578341064453125
134,3,6.3345849609375
135,1,5.64454833984375
136,2,7.625830078125
137,3,6.34206298828125
138,1,5.62549072265625
139,2,7.428135375976563
140,3,6.498494262695313
141,1,5.731500244140625
142,2,6.918561401367188
143,3,6.487643432617188
144,1,6.517904052734375
145,2,5.459959716796875
146,3,6.55765869140625
147,1,5.6355029296875
148,2,5.300482177734375
149,3,6.385355834960937
150,1,5.1972808837890625
151,2,6.2069775390625
152,3,6.384113159179687
153,1,6.997172241210937
154,2,4.968815307617188
155,3,6.56047607421875
156,1,7.045958251953125
157,2,6.65437255859375
158,3,5.0462158203125
159,1,6.786580810546875
160,2,6.429756469726563
161,3,5.572293090820312
162,1,7.327206420898437
163,2,6.421904907226563
164,3,5.762659912109375
165,1,7.471241455078125
166,2,6.538961791992188
167,3,5.75408447265625
168,1,7.0003118896484375
169,2,6.045422973632813
170,3,5.860941772460937
171,1,6.2001806640625
172,2,6.527155151367188
173,3,5.766718139648438
174,1,6.293098754882813
175,2,6.0710205078125
176,3,5.7603997802734375
177,1,6.015925903320312
178,2,6.407467041015625
179,3,5.700787963867188
180,1,6.714598999023438
181,2,6.491635131835937
182,3,5.695608520507813
183,1,6.903300170898437
184,2,6.717786254882813
185,3,5.654920043945313
186,1,6.99986083984375
187,2,6.955377807617188
188,3,5.798033447265625
189,1,6.95904296875
190,2,7.27436279296875
191,3,5.784136962890625
192,1,6.669853515625
193,2,7.367785034179687
194,3,5.721919555664062
195,1,6.421395263671875
196,2,7.121192626953125
197,3,5.369907836914063
198,1,6.99654052734375
199,2,6.24514404296875
200,3,5.181090087890625
201,1,7.001798095703125
202,2,6.191839599609375
203,3,5.041109924316406
204,1,6.53382080078125
205,2,4.717008972167969
206,3,7.002084350585937
207,1,6.467635498046875
208,2,5.2124176025390625
209,3,7.1138153076171875
210,1,5.454146118164062
211,2,6.5680322265625
212,3,6.22652587890625
213,1,6.764547119140625
214,2,5.5959765625
215,3,6.371089477539062
216,1,5.584466552734375
217,2,6.653035278320313
218,3,6.52376708984375
219,1,5.527918701171875
220,2,6.669269409179687
221,3,6.718140258789062
222,1,5.836087036132812
223,2,6.92673828125
224,3,6.588517456054688
225,1,5.766668090820312
226,2,7.180094604492187
227,3,6.59001220703125
228,1,5.640142211914062
229,2,7.043831176757813
230,3,6.6469384765625
231,1,7.193140258789063
232,2,5.51115966796875
233,3,6.778878784179687
234,1,7.143861083984375
235,2,5.34728759765625
236,3,6.65018798828125
237,1,5.329523315429688
238,2,6.631589965820313
239,3,6.674542846679688
240,1,5.76033203125
241,2,6.507804565429687
242,3,6.721243896484375
243,1,5.956328125
244,2,6.98175048828125
245,3,6.723506469726562
246,1,5.517470703125
247,2,6.7135791015625
248,3,6.805133666992187
249,1,6.8276824951171875
250,2,5.294382934570312
251,3,6.887395629882812
252,1,6.843826904296875
253,2,5.045823669433593
254,3,6.428919067382813
255,1,4.792964477539062
256,2,6.5151220703125
257,3,6.390597534179688
258,1,7.136388549804687
259,2,4.526676330566406
260,3,6.44554443359375
261,1,7.009739379882813
262,2,4.681492004394531
263,3,6.558960571289062
264,1,6.843162841796875
265,2,5.2477349853515625
266,3,6.449478759765625
267,1,6.9458642578125
268,2,5.662230224609375
269,3,6.52200439453125
270,1,6.63222412109375
271,2,6.076886596679688
272,3,6.617723388671875
273,1,6.3995751953125
274,2,5.822733764648437
275,3,6.628567504882812
276,1,5.947156372070313
277,2,5.89432861328125
278,3,6.784562377929688
279,1,5.91391357421875
280,2,6.144190673828125
281,3,7.054225463867187
282,1,5.261121215820313
283,2,5.6935797119140625
284,3,6.930752563476562
285,1,4.937483215332032
286,2,6.37932373046875
287,3,6.60520263671875
288,1,6.61293212890625
289,2,4.562689208984375
290,3,6.915831298828125
291,1,6.467655639648438
292,2,5.012166748046875
293,3,6.515614624023438
294,1,5.390133056640625
295,2,5.885948486328125
296,3,6.799006958007812
297,1,5.457837524414063
298,2,5.988667602539063
299,3,6.398656616210937
300,1,5.982205200195312
301,2,5.345098876953125
302,3,5.863576049804688
303,1,5.514725341796875
304,2,6.021840209960938
305,3,5.508927001953125
306,1,5.3072882080078125
307,2,6.0716400146484375
308,3,5.577764892578125
309,1,5.499202270507812
310,2,5.587242431640625
311,3,6.363934936523438
312,1,5.031325378417969
313,2,6.698591918945312
314,3,5.893003540039063
315,1,4.680837707519531
316,2,5.87109619140625
317,3,6.653905639648437
318,1,4.769485778808594
319,2,5.546473999023437
320,3,6.574730224609375
321,1,5.2403369140625
322,2,5.400106811523438
323,3,6.651951904296875
324,1,5.598483276367188
325,2,5.7573480224609375
326,3,6.788076171875
327,1,5.6523974609375
328,2,6.000669555664063
329,3,6.64640869140625
330,1,5.552174072265625
331,2,5.880829467773437
332,3,6.92856201171875
333,1,5.982177124023438
334,2,6.113933715820313
335,3,7.004893188476562
336,1,6.177914428710937
337,2,5.909861450195312
338,3,7.185406494140625
339,1,6.140029296875
340,2,5.511817626953125
341,3,7.336956176757813
342,1,6.19892333984375
343,2,5.104472351074219
344,3,7.4133978271484375
345,1,6.0246630859375
346,2,5.0638623046875
347,3,7.338358764648437
348,1,4.982691345214843
349,2,5.488629150390625
350,3,7.246642456054688
351,1,4.8623348999023435
352,2,5.763582763671875
353,3,7.31260498046875
354,1,4.322361145019531
355,2,4.639992370605468
356,3,7.175134887695313
357,1,4.711162719726563
358,2,3.765470275878906
359,3,6.992449340820312
360,1,5.0109555053710935
361,2,3.64867919921875
362,3,6.819080200195312
363,1,5.36378662109375
364,2,4.087267456054687
365,3,6.853068237304687
366,1,5.474649047851562
367,2,4.565785827636719
368,3,6.947806396484375
369,1,5.424840087890625
370,2,5.001361999511719
371,3,7.430166015625
372,1,4.435328063964843
373,2,5.487308959960938
374,3,7.250657958984375
375,1,3.6967678833007813
376,2,5.065859985351563
377,3,6.815126342773437
378,1,4.412471313476562
379,2,4.272831726074219
380,3,7.033458862304688
381,1,4.746777954101563
382,2,4.372588500976563
383,3,6.964231567382813
384,1,5.386026611328125
385,2,4.068609008789062
386,3,6.885709838867188
387,1,4.3621728515625
388,2,5.46896484375
389,3,6.873970336914063
390,1,5.006713256835938
391,2,5.538905029296875
392,3,6.92931640625
393,1,5.383396606445313
394,2,5.195187377929687
395,3,6.868443603515625
396,1,4.958210754394531
397,2,5.60968017578125
398,3,6.874207763671875
399,1,4.706513977050781
400,2,4.673807067871094
401,3,6.8229345703125
402,1,4.790325317382813
403,2,4.4638064575195315
404,3,6.841220703125
405,1,4.837922058105469
406,2,4.588773803710938
407,3,6.802930908203125
408,1,4.9171578979492185
409,2,5.073263244628906
410,3,6.824481811523437
411,1,5.199668579101562
412,2,5.108203125
413,3,6.874429321289062
414,1,5.001717224121093
415,2,5.313942260742188
416,3,6.932402954101563
417,1,4.992056274414063
418,2,5.393076782226562
419,3,6.905573120117188
420,1,5.114699096679687
421,2,5.44772705078125
422,3,6.939679565429688
423,1,5.278646240234375
424,2,5.4486328125
425,3,6.9958953857421875
426,1,5.484381103515625
427,2,5.58518310546875
428,3,7.0229443359375
429,1,5.617982788085937
430,2,5.892808227539063
431,3,7.064456787109375
432,1,5.457471313476563
433,2,7.015752563476562
434,3,5.936544189453125
435,1,5.6829901123046875
436,2,6.8780908203125
437,3,6.0456005859375
438,1,5.886429443359375
439,2,6.851179809570312
440,3,6.03277587890625
441,1,5.954707641601562
442,2,6.836646728515625
443,3,6.21903076171875
444,1,6.036986083984375
445,2,6.277978515625
446,3,6.888663940429687
447,1,6.054285888671875
448,2,6.123314208984375
449,3,6.973179931640625
450,1,5.9474658203125
451,2,6.180187377929688
452,3,7.100728759765625
453,1,5.898862915039063
454,2,6.227416381835938
455,3,7.034788208007813
456,1,5.62422607421875
457,2,6.006366577148437
458,3,6.976163940429688
459,1,5.720835571289062
460,2,6.472916259765625
461,3,6.862164306640625
462,1,6.293692626953125
463,2,5.6465283203125
464,3,6.809240112304687
465,1,6.242296752929687
466,2,5.126943969726563
467,3,6.800564575195312
468,1,6.28623291015625
469,2,4.931634521484375
470,3,6.874277954101562
471,1,6.359277954101563
472,2,4.689700927734375
473,3,6.94415771484375
474,1,6.34355224609375
475,2,5.010256652832031
476,3,7.036170654296875
477,1,6.5276171875
478,2,4.950488586425781
479,3,7.25112548828125
480,1,5.141927490234375
481,2,6.70741943359375
482,3,7.200206298828125
483,1,6.625607299804687
484,2,5.436967163085938
485,3,7.128703002929687
486,1,6.6422802734375
487,2,5.605393676757813
488,3,6.94104736328125
489,1,6.6941845703125
490,2,5.664380493164063
491,3,6.877192993164062
492,1,6.820678100585938
493,2,5.484896850585938
494,3,6.807344970703125
495,1,5.477915649414062
496,2,6.87001220703125
497,3,6.8046197509765625
498,1,5.765236206054688
499,2,6.770960083007813
500,3,6.80806640625
501,1,6.348518676757813
502,2,5.847184448242188
503,3,6.742205810546875
504,1,6.211682739257813
505,2,5.719935913085937
506,3,6.764557495117187
507,1,6.25498779296875
508,2,5.82390869140625
509,3,6.736212158203125
510,1,6.442977294921875
511,2,5.9487451171875
512,3,6.718200073242188
513,1,6.570289916992188
514,2,5.662132568359375
515,3,6.72814453125
516,1,6.65357421875
517,2,5.836494140625
518,3,6.929019165039063
519,1,6.71739013671875
520,2,5.908865356445313
521,3,6.754519653320313
522,1,6.79934326171875
523,2,6.010814208984375
524,3,6.7304443359375
525,1,6.615137939453125
526,2,5.810653076171875
527,3,6.55419921875
528,1,6.412310791015625
529,2,5.878114013671875
530,3,6.3436376953125
531,1,6.455232543945312
532,2,5.976798706054687
533,3,6.3751904296875
534,1,5.98456787109375
535,2,6.467172241210937
536,3,6.43359375
537,1,6.110072021484375
538,2,6.035358276367187
539,3,6.56359375
540,1,6.175894165039063
541,2,6.039956665039062
542,3,6.60317626953125
543,1,6.0190972900390625
544,2,6.1486767578125
545,3,6.622528076171875
546,1,6.31950439453125
547,2,5.83357666015625
548,3,6.651888427734375
549,1,5.861130981445313
550,2,6.348010864257812
551,3,6.722235107421875
552,1,5.817275390625
553,2,6.77634765625
554,3,6.244871215820313
555,1,5.868701171875
556,2,6.854166870117187
557,3,6.04449951171875
558,1,5.930584106445313
559,2,6.929981689453125
560,3,5.94947509765625
561,1,6.921971435546875
562,2,5.8651025390625
563,3,5.9518408203125
564,1,6.9060205078125
565,2,5.8720458984375
566,3,5.962640380859375
567,1,5.870150146484375
568,2,6.798917846679688
569,3,6.257429809570312
570,1,6.1899560546875
571,2,6.8077020263671875
572,3,5.342817993164062
573,1,6.911303100585937
574,2,6.141337890625
575,3,4.829870910644531
576,1,6.904707641601562
577,2,6.185070190429688
578,3,4.107541198730469
579,1,6.936777954101562
580,2,6.149267578125
581,3,3.8536090087890624
582,1,6.833804321289063
583,2,6.1132659912109375
584,3,4.6368319702148435
585,1,6.900204467773437
586,2,6.297313842773438
587,3,4.624497375488281
588,1,6.906117553710938
589,2,4.873941345214844
590,3,6.52103271484375
591,1,6.900164184570312
592,2,5.369172973632812
593,3,6.405330810546875
594,1,6.2702880859375
595,2,6.876165771484375
596,3,4.859022216796875
597,1,6.9187060546875
598,2,4.0513607788085935
599,3,6.254660034179688
600,1,6.88477783203125
601,2,4.386592102050781
602,3,6.110554809570313
603,1,6.8475
604,2,4.798722839355468
605,3,6.025595703125
606,1,6.815986328125
607,2,5.24948486328125
608,3,6.02063720703125
609,1,6.79963134765625
610,2,5.992999877929687
611,3,5.520281372070312
612,1,6.78347900390625
613,2,6.0362310791015625
614,3,5.230037841796875
615,1,6.749017333984375
616,2,6.209338989257812
617,3,5.520632934570313
618,1,6.667500610351563
619,2,5.910652465820313
620,3,5.678876953125
621,1,6.6576165771484375
622,2,5.937647094726563
623,3,5.811710815429688
624,1,6.646019287109375
625,2,5.929125366210937
626,3,5.751962280273437
627,1,6.765572509765625
628,2,6.24078369140625
629,3,5.672642822265625
630,1,6.64244384765625
631,2,6.338095092773438
632,3,5.45956298828125
633,1,6.678297119140625
634,2,6.200714721679687
635,3,5.332381591796875
636,1,6.645747680664062
637,2,5.927079467773438
638,3,5.266627197265625
639,1,6.717092895507813
640,2,6.031079711914063
641,3,5.293429565429688
642,1,6.761727294921875
643,2,5.982059326171875
644,3,5.368740234375
645,1,6.79122314453125
646,2,5.932269897460937
647,3,5.474470825195312
648,1,6.784376220703125
649,2,6.0416015625
650,3,5.632018432617188
651,1,6.77091552734375
652,2,5.742310791015625
653,3,5.806074829101562
654,1,6.792474975585938
655,2,5.524324340820312
656,3,5.686690063476562
657,1,6.784329833984375
658,2,5.363761596679687
659,3,5.643345336914063
660,1,6.771265869140625
661,2,5.347952270507813
662,3,5.242208862304688
663,1,6.664390258789062
664,2,5.897237548828125
665,3,5.778787841796875
666,1,6.571158447265625
667,2,5.66514892578125
668,3,5.831847534179688
669,1,6.4552294921875
670,2,5.869564208984375
671,3,5.853244018554688
672,1,6.355879516601562
673,2,5.824552001953125
674,3,5.800267944335937
675,1,6.347559204101563
676,2,5.720671997070313
677,3,6.292474365234375
678,1,6.3188134765625
679,2,5.7549365234375
680,3,5.879098510742187
681,1,6.406837158203125
682,2,5.74931884765625
683,3,5.833296508789062
684,1,5.843217163085938
685,2,6.525761108398438
686,3,5.84245361328125
687,1,6.08353759765625
688,2,6.838494873046875
689,3,6.004237670898437
690,4,1.9987562561035157
691,1,6.000257568359375
692,2,6.925740356445313
693,3,5.924517822265625
694,1,6.2377471923828125
695,2,7.0142669677734375
696,3,5.846832275390625
697,1,6.166759643554688
698,2,7.116268920898437
699,3,5.89751220703125
700,1,7.114085693359375
701,2,6.0087548828125
702,3,5.929187622070312
703,1,6.1570361328125
704,2,7.079970703125
705,3,5.763700561523438
706,1,6.150198364257813
707,2,6.585599975585938
708,3,5.779628295898437
709,1,6.13875244140625
710,2,6.410552978515625
711,3,5.9856329345703125
712,1,6.608515625
713,2,6.031396484375
714,3,6.119180908203125
715,1,5.995316162109375
716,2,6.569356079101563
717,3,6.181578979492188
718,1,6.550702514648438
719,2,5.683433227539062
720,3,6.199606323242188
721,1,6.043907470703125
722,2,6.86560546875
723,3,5.62520751953125
724,1,6.009981689453125
725,2,6.876658935546875
726,3,5.730582275390625
727,1,6.050487060546875
728,2,6.859854736328125
729,3,5.49604248046875
730,1,6.070269775390625
731,2,6.738175659179688
732,3,5.663992309570313
733,1,5.822607421875
734,2,5.799124145507813
735,3,6.687318115234375
736,1,6.019385986328125
737,2,5.657484741210937
738,3,6.430593872070313
739,1,5.8599853515625
740,2,5.576848754882812
741,3,6.131375732421875
742,1,5.670221557617188
743,2,5.61663330078125
744,3,6.421483764648437
745,1,5.729154052734375
746,2,6.561031494140625
747,3,4.940042114257812
748,1,6.758003540039063
749,2,5.877064208984375
750,3,4.2032864379882815
751,1,5.945557861328125
752,2,6.842903442382813
753,3,4.460507507324219
754,1,6.223624267578125
755,2,6.87155029296875
756,3,4.852395629882812
757,1,6.201572265625
758,2,6.859315795898437
759,3,5.238922119140625
760,1,6.170818481445313
761,2,6.755205688476562
762,3,5.470748291015625
763,1,6.2257666015625
764,2,6.490909423828125
765,3,5.644571533203125
766,1,6.295404663085938
767,2,6.295405883789062
768,3,5.37786865234375
769,1,6.3490753173828125
770,2,6.186707153320312
771,3,5.571263427734375
772,1,6.14215087890625
773,2,6.3138885498046875
774,3,5.715663452148437
775,1,6.005265502929688
776,2,6.409385986328125
777,3,5.7757568359375
778,1,5.79735107421875
779,2,6.463961181640625
780,3,5.945904541015625
781,1,5.986375122070313
782,2,6.5625634765625
783,3,5.713194580078125
784,1,5.980914306640625
785,2,6.580191040039063
786,3,5.223125
787,1,6.118761596679687
788,2,6.691065063476563
789,3,5.070904541015625
790,1,6.74734130859375
791,2,6.042072143554687
792,3,4.978758239746094
793,1,6.731099853515625
794,2,5.963674926757813
795,3,5.168366088867187
796,1,6.836384887695313
797,2,5.273500366210937
798,3,5.92513916015625
799,1,5.301865844726563
800,2,6.84196044921875
801,3,5.978529052734375
802,1,5.659603271484375
803,2,6.804996948242188
804,3,5.97986572265625
805,1,5.9633636474609375
806,2,6.767669067382813
807,3,6.176895751953125
808,1,6.160951538085937
809,2,6.666287841796875
810,3,6.24304443359375
811,1,6.134954223632812
812,2,6.608585205078125
813,3,6.189718017578125
814,1,5.441297607421875
815,2,6.668368530273438
816,3,6.201380615234375
817,1,6.719633178710938
818,2,4.696509704589844
819,3,6.267061157226562
820,1,6.738115234375
821,2,4.92012451171875
822,3,6.21834716796875
823,1,6.816348266601563
824,2,6.253289794921875
825,3,5.201696166992187
826,1,6.80589599609375
827,2,6.158602294921875
828,3,5.5355029296875
829,1,6.736919555664063
830,2,6.117902221679688
831,3,5.61388916015625
832,1,6.62100830078125
833,2,5.510054931640625
834,3,6.155302734375
835,1,4.678834533691406
836,2,6.180178833007813
837,3,6.190347290039062
838,1,4.1686093139648435
839,2,6.114254150390625
840,3,6.31862060546875
841,1,4.019405212402344
842,2,6.187540893554687
843,3,6.504595336914062
844,1,4.588222045898437
845,2,6.335274047851563
846,3,6.486879272460937
847,1,5.402811279296875
848,2,6.44819580078125
849,3,6.618951416015625
850,1,5.533230590820312
851,2,6.552808837890625
852,3,6.5782843017578125
853,1,6.59569091796875
854,2,5.690949096679687
855,3,6.625752563476563
856,1,6.5241259765625
857,2,5.912896728515625
858,3,6.597330932617187
859,1,6.673994750976562
860,2,5.974263916015625
861,3,6.5479583740234375
862,1,6.666168823242187
863,2,5.9914404296875
864,3,6.430166015625
865,1,6.69011962890625
866,2,6.030641479492187
867,3,6.3782177734375
868,1,6.6777099609375
869,2,6.29086669921875
870,3,6.3856353759765625
871,1,6.657570190429688
872,2,6.027117309570312
873,3,6.235284423828125
874,1,6.560067138671875
875,2,6.018820190429688
876,3,6.174509887695312
877,1,5.976275634765625
878,2,6.562408447265625
879,3,6.0707568359375
880,1,6.516845703125
881,2,5.765725708007812
882,3,6.213221435546875
883,1,5.6175341796875
884,2,6.484489135742187
885,3,6.342396850585938
886,1,5.715675048828125
887,2,6.5105078125
888,3,6.427518920898438
889,1,6.555319213867188
890,2,5.858035278320313
891,3,6.549566650390625
892,1,6.583865966796875
893,2,5.75998779296875
894,3,6.544574584960937
895,1,6.258662109375
896,2,6.625074462890625
897,3,6.543856201171875
898,1,6.676333618164063
899,2,6.204252319335938
900,3,6.445479125976562
901,1,6.654180908203125
902,2,5.7843865966796875
903,3,6.435111083984375
904,1,6.739929809570312
905,2,5.989041748046875
906,3,6.420165405273438
907,1,6.653613891601562
908,2,5.94263427734375
909,3,6.3702325439453125
910,1,6.672877197265625
911,2,5.613068237304687
912,3,6.339899291992188
913,1,4.615097351074219
914,2,6.343724365234375
915,3,6.325692749023437
916,1,3.9715701293945314
917,2,6.214862060546875
918,3,6.361793212890625
919,1,6.3964300537109375
920,2,4.356258850097657
921,3,6.345493774414063
922,1,6.634290161132813
923,2,4.539829406738281
924,3,6.28927001953125
925,1,5.032304077148438
926,2,6.74153564453125
927,3,6.3154534912109375
928,1,6.64157958984375
929,2,4.842161865234375
930,3,6.356079711914062
931,1,4.6284048461914065
932,2,6.7494964599609375
933,3,6.4291552734375
934,1,5.089042358398437
935,2,6.8150396728515625
936,3,6.210258178710937
937,1,5.45410888671875
938,2,6.650319213867188
939,3,6.078081665039062
940,1,5.662483520507813
941,2,6.600562744140625
942,3,6.076581420898438
943,1,5.580729370117187
944,2,6.589639892578125
945,3,6.115370483398437
946,1,5.247086181640625
947,2,6.725401000976563
948,3,6.3307861328125
949,1,4.737911987304687
950,2,6.691066284179687
951,3,6.4205712890625
952,1,6.662080078125
953,2,4.649561157226563
954,3,6.4426220703125
955,1,5.000706481933594
956,2,6.450407104492188
957,3,6.684736328125
958,1,5.23296875
959,2,6.749429321289062
960,3,6.357020263671875
961,1,6.7738800048828125
962,2,5.39802490234375
963,3,6.247696533203125
964,1,6.706696166992187
965,2,6.199537353515625
966,3,5.712816772460937
967,1,6.159539794921875
968,2,6.59510986328125
969,3,5.907117919921875
970,1,6.163258056640625
971,2,6.505910034179688
972,3,6.007466430664063
973,1,6.212130737304688
974,2,6.574961547851562
975,3,5.97744140625
976,1,6.1874755859375
977,2,6.700093994140625
978,3,6.12151123046875
979,1,6.256643676757813
980,2,6.7743682861328125
981,3,5.784683837890625
982,1,6.365004272460937
983,2,6.807842407226563
984,3,6.365579833984375
985,1,6.4250244140625
986,2,6.83152099609375
987,3,6.454668579101562
988,1,6.271395874023438
989,2,6.786298828125
990,3,6.440703125
991,1,6.300414428710938
992,2,6.701298828125
993,3,6.478147583007813
994,1,6.254179077148438
995,2,6.649800415039063
996,3,5.831022338867188
997,1,6.031942749023438
998,2,6.63676513671875
999,3,5.8716583251953125
1000,1,5.959256591796875
1001,2,6.636566772460937
1002,3,6.27709716796875
1003,1,5.928223266601562
1004,2,6.6512548828125
1005,3,6.486401977539063
1006,1,5.903425903320312
1007,2,6.6087713623046875
1008,3,6.624860229492188
1009,1,6.018271484375
1010,2,6.552686767578125
1011,3,6.5995556640625
1012,1,5.974234008789063
1013,2,6.484846801757812
1014,3,6.54343017578125
1015,1,6.37584716796875
1016,2,6.155586547851563
1017,3,6.33145751953125
1018,1,6.341084594726563
1019,2,6.215718994140625
1020,3,6.253826904296875
1021,1,6.4134228515625
1022,2,6.206980590820312
1023,3,6.260153198242188
1024,1,6.481196899414062
1025,2,6.331773071289063
1026,3,6.393302612304687
1027,1,6.400864868164063
1028,2,6.543944702148438
1029,3,6.1660394287109375
1030,1,6.583082275390625
1031,2,6.402177734375
1032,3,6.164412231445312
1033,1,6.638870849609375
1034,2,6.0130157470703125
1035,3,5.368851928710938
1036,1,6.557274169921875
1037,2,6.452940063476563
1038,3,5.045729064941407
1039,1,6.650120849609375
1040,2,6.1744140625
1041,3,5.347448120117187
1042,1,6.484064331054688
1043,2,6.25188720703125
1044,3,5.269834594726563
1045,1,6.492200927734375
1046,2,6.258816528320312
1047,3,5.318731689453125
1048,1,6.534484252929688
1049,2,6.204501953125
1050,3,5.337267456054687
1051,1,6.591519165039062
1052,2,6.21783935546875
1053,3,5.34995849609375
1054,1,6.627027587890625
1055,2,6.024671020507813
1056,3,5.20444091796875
1057,1,6.595864868164062
1058,2,6.240234375
1059,3,5.357246704101563
1060,1,6.54707763671875
1061,2,6.380492553710938
1062,3,5.37255126953125
1063,1,6.4671044921875
1064,2,6.365967407226562
1065,3,5.553790893554687
1066,1,6.481154174804687
1067,2,6.396487426757813
1068,3,5.751647338867188
1069,1,6.484757080078125
1070,2,6.35896728515625
1071,3,6.026181030273437
1072,1,6.481974487304687
1073,2,6.300284423828125
1074,3,6.1286773681640625
1075,1,6.499937133789063
1076,2,6.25164306640625
1077,3,6.17119140625
1078,1,6.552621459960937
1079,2,5.864943237304687
1080,3,6.323399658203125
1081,1,6.5415496826171875
1082,2,6.12874267578125
1083,3,6.35196044921875
1084,1,6.506536865234375
1085,2,6.237713623046875
1086,3,6.410095825195312
1087,1,6.479164428710938
1088,2,6.195728759765625
1089,3,6.364347534179688
1090,1,6.402418823242187
1091,2,6.262850341796875
1092,3,6.2552197265625
1093,1,6.407404174804688
1094,2,6.111153564453125
1095,3,6.076170043945313
1096,1,6.405187377929687
1097,2,5.993740844726562
1098,3,6.091641235351562
1099,1,6.452715454101562
1100,2,5.9000634765625
1101,3,6.173564453125
1102,1,6.513362426757812
1103,2,5.839817504882813
1104,3,6.075043334960937
1105,1,6.607470092773437
1106,2,5.801240844726562
1107,3,5.924944458007812
1108,1,6.666760864257813
1109,2,5.89801025390625
1110,3,5.9541943359375
1111,1,6.734022827148437
1112,2,5.84782958984375
1113,3,6.0049505615234375
1114,1,6.031189575195312
1115,2,6.7361328125
1116,3,6.1471484375
1117,1,6.118876953125
1118,2,6.715423583984375
1119,3,6.123348999023437
1120,1,6.021328735351562
1121,2,6.6853564453125
1122,3,6.085071411132812
1123,1,6.055848388671875
1124,2,6.63830078125
1125,3,6.014453125
1126,1,5.95607177734375
1127,2,6.57350341796875
1128,3,5.996063232421875
1129,1,5.835880126953125
1130,2,6.484036865234375
1131,3,5.970078125
1132,1,5.730921020507813
1133,2,6.50033935546875
1134,3,6.007711181640625
1135,1,5.63840576171875
1136,2,6.496229858398437
1137,3,6.068953247070312
1138,1,5.548889770507812
1139,2,6.614672241210937
1140,3,6.064785766601562
1141,1,5.448701782226562
1142,2,6.570934448242188
1143,3,6.11410400390625
1144,1,5.411939086914063
1145,2,6.175216064453125
1146,3,6.317090454101563
1147,1,5.48194091796875
1148,2,6.184844970703125
1149,3,6.2614501953125
1150,1,5.626099853515625
1151,2,6.188204345703125
1152,3,6.310068969726562
