run_id,fish_id,confidence,length_px,length_cm
20251202-092112-317eb,1,0.897068977355957,189.41958618164062,7.576783447265625
20251202-092112-317eb,2,0.8892180919647217,172.46359252929688,6.898543701171875
20251202-092112-317eb,3,0.8782344460487366,133.04965209960938,5.321986083984375
20251202-092112-317eb,4,0.8063987493515015,129.3609161376953,5.174436645507813
