                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.67487,                0.06389,                0.05439,                0.39783,                 1.0105,                0.98722,                0.99054,                0.99078,                0.71116,                0.99354,                0.99685,                0.99349,                0.99307,                 1.1268,                0.05402,                0.00506,                0.42866,                 1.4653,              0.0007592,              0.0007592,              0.0007592
                     96,                0.66462,                  0.063,                 0.0527,                0.39508,                0.99887,                0.98742,                0.99039,                0.99288,                0.70615,                0.99056,                0.99354,                 0.9941,                0.99365,                 1.1053,                0.05183,                0.00259,                0.42306,                 1.4496,               0.000746,               0.000746,               0.000746
                     97,                0.65434,                0.06314,                0.05253,                0.39451,                0.99357,                0.99332,                0.99685,                0.99233,                0.71087,                0.99332,                0.99685,                0.99411,                0.99369,                 1.1029,                0.04825,                0.00241,                0.42164,                 1.4755,              0.0007328,              0.0007328,              0.0007328
                     98,                 0.6398,                 0.0607,                0.05078,                0.38218,                 0.9928,                0.99371,                0.99636,                0.99406,                 0.7257,                0.99371,                0.99636,                0.99354,                 0.9931,                 1.0911,                0.04788,                0.00359,                 0.4109,                 1.4576,              0.0007196,              0.0007196,              0.0007196
                     99,                0.64994,                0.06681,                0.04813,                0.38555,                0.99433,                0.99664,                0.99685,                0.99481,                 0.7186,                0.99348,                0.99369,                0.99361,                0.99338,                 1.1021,                0.04705,                0.00433,                0.41729,                 1.4438,              0.0007064,              0.0007064,              0.0007064
                    100,                0.65543,                0.07479,                0.04932,                0.39298,                0.99348,                0.99056,                0.99351,                0.99348,                0.72373,                0.99371,                0.99667,                0.99377,                0.99361,                 1.0823,                0.04735,                0.00246,                0.41126,                 1.4165,              0.0006932,              0.0006932,              0.0006932
                    101,                0.64419,                0.06059,                0.05179,                 0.3833,                0.99597,                0.98718,                0.99054,                0.99064,                0.71111,                0.99348,                0.99685,                 0.9941,                0.99382,                 1.1262,                0.04801,                0.00243,                0.41259,                  1.461,                0.00068,                0.00068,                0.00068
                    102,                0.65683,                0.07129,                0.04895,                0.38692,                  1.005,                0.99034,                0.99054,                0.99207,                0.71601,                0.99349,                0.99369,                0.99398,                0.99362,                 1.1189,                0.04821,                0.00317,                0.41802,                 1.4507,              0.0006668,              0.0006668,              0.0006668
                    103,                0.61965,                0.06463,                0.04377,                0.37439,                0.97458,                0.99053,                 0.9901,                0.99219,                0.71857,                0.99369,                0.99326,                0.99395,                0.99353,                 1.1167,                0.04812,                0.00174,                0.42849,                 1.4563,              0.0006536,              0.0006536,              0.0006536
                    104,                0.62381,                0.06285,                0.04441,                0.36879,                0.98039,                0.99324,                0.99685,                0.99378,                0.72415,                0.99324,                0.99685,                0.99324,                0.99264,                 1.0901,                0.04738,                0.00256,                0.41245,                 1.4484,              0.0006404,              0.0006404,              0.0006404
                    105,                0.62491,                0.06746,                0.04714,                 0.3749,                0.97978,                0.99356,                0.99054,                0.99369,                0.69191,                0.99356,                0.99054,                0.99415,                0.99347,                 1.0903,                0.04761,                 0.0022,                0.41914,                 1.4599,              0.0006272,              0.0006272,              0.0006272
                    106,                0.62845,                0.06855,                0.05153,                0.37626,                0.98971,                0.98742,                0.99033,                0.99206,                    0.7,                0.99371,                0.99663,                0.99311,                0.99275,                 1.0922,                0.04763,                0.00272,                0.40818,                  1.483,               0.000614,               0.000614,               0.000614
                    107,                0.60716,                0.06504,                0.04966,                0.36949,                0.97456,                0.98742,                0.99021,                0.99151,                0.71397,                0.99371,                0.99652,                0.99445,                0.99421,                 1.0985,                0.04655,                0.00206,                0.40084,                 1.4826,              0.0006008,              0.0006008,              0.0006008
                    108,                0.61251,                0.06052,                0.04431,                0.36435,                0.97817,                0.99039,                0.99369,                0.99095,                0.72013,                0.99354,                0.99685,                0.99331,                0.99258,                  1.115,                0.04558,                0.00319,                0.41215,                 1.4948,              0.0005876,              0.0005876,              0.0005876
                    109,                 0.6066,                0.04925,                 0.0421,                0.36351,                0.97664,                0.99253,                0.99685,                0.99413,                0.72102,                0.99253,                0.99685,                0.99471,                0.99431,                 1.0796,                0.04848,                0.00242,                0.41379,                 1.4527,              0.0005744,              0.0005744,              0.0005744
                    110,                0.60244,                0.05809,                0.04455,                0.36643,                0.97731,                0.99371,                0.99658,                0.99413,                0.71259,                0.99371,                0.99658,                0.99406,                0.99362,                 1.0842,                0.04517,                0.00317,                0.41887,                 1.4783,              0.0005612,              0.0005612,              0.0005612
                    111,                0.60794,                0.06981,                0.05087,                0.36909,                0.98041,                0.99041,                0.99369,                0.99302,                0.71304,                0.99355,                0.99685,                0.99339,                 0.9928,                  1.105,                0.04505,                0.00223,                0.41324,                 1.4998,               0.000548,               0.000548,               0.000548
                    112,                0.59292,                0.04813,                0.04467,                0.35758,                0.96572,                0.98742,                0.99033,                0.99169,                0.71429,                0.99371,                0.99664,                0.99439,                0.99415,                 1.0808,                 0.0435,                0.00331,                0.40716,                 1.4509,              0.0005348,              0.0005348,              0.0005348
                    113,                0.59893,                0.06058,                0.04499,                0.36187,                0.97468,                0.98999,                0.99369,                0.99233,                0.69959,                0.99313,                0.99685,                0.99395,                0.99355,                  1.085,                 0.0462,                0.00261,                0.41165,                  1.478,              0.0005216,              0.0005216,              0.0005216
                    114,                0.59218,                0.06012,                0.04461,                0.36267,                0.97526,                0.98713,                0.99054,                0.99121,                0.71201,                0.99344,                0.99685,                0.99397,                0.99344,                 1.1128,                0.04518,                0.00348,                0.41935,                 1.4919,              0.0005084,              0.0005084,              0.0005084
                    115,                0.59045,                0.06301,                0.04381,                0.35514,                  0.967,                0.99056,                0.99347,                0.99219,                0.71496,                0.99371,                0.99663,                 0.9938,                0.99244,                 1.0923,                0.04639,                0.00236,                 0.4053,                 1.4644,              0.0004952,              0.0004952,              0.0004952
                    116,                0.59251,                0.05013,                0.04214,                0.35597,                 0.9743,                0.99056,                0.99324,                0.99226,                0.71871,                0.99371,                 0.9964,                0.99388,                0.99316,                 1.1187,                0.04549,                0.00334,                0.42166,                 1.4904,               0.000482,               0.000482,               0.000482
                    117,                0.57984,                0.04939,                0.04197,                0.35109,                0.96251,                0.98737,                0.98654,                0.99107,                0.72713,                0.99369,                0.99285,                0.99381,                0.99279,                 1.0985,                0.04592,                0.00275,                0.41185,                 1.4797,              0.0004688,              0.0004688,              0.0004688
                    118,                0.58238,                0.05671,                0.04472,                0.35373,                0.96176,                0.99011,                0.99054,                0.99157,                0.72111,                0.99327,                0.99369,                0.99393,                0.99283,                 1.1027,                0.04568,                0.00314,                0.41178,                 1.4746,              0.0004556,              0.0004556,              0.0004556
                    119,                0.58238,                0.06251,                0.04321,                0.35987,                0.96755,                0.99033,                0.99369,                0.99299,                 0.7077,                0.99347,                0.99685,                0.99386,                0.99273,                 1.1059,                 0.0451,                0.00274,                 0.4114,                  1.471,              0.0004424,              0.0004424,              0.0004424
                    120,                 0.5632,                0.05359,                0.03818,                0.34683,                0.95066,                0.98676,                0.99054,                0.99153,                0.70696,                0.99305,                0.99685,                0.99427,                0.99388,                 1.1155,                0.04657,                0.00259,                0.41259,                  1.497,              0.0004292,              0.0004292,              0.0004292
                    121,                0.55435,                0.05113,                0.04209,                0.34571,                0.95025,                0.99056,                0.99328,                 0.9913,                0.72293,                0.99371,                0.99644,                0.99411,                0.99378,                 1.0942,                0.04558,                0.00228,                0.41482,                 1.4825,               0.000416,               0.000416,               0.000416
                    122,                0.55191,                0.05273,                0.04157,                0.34587,                0.95678,                0.99325,                0.99685,                0.99384,                0.71451,                0.99325,                0.99685,                0.99387,                0.99348,                 1.1026,                0.04569,                0.00183,                0.40725,                 1.4847,              0.0004028,              0.0004028,              0.0004028
                    123,                0.55099,                0.05502,                0.04274,                0.34404,                0.95377,                0.99045,                0.99369,                0.99149,                0.71772,                 0.9936,                0.99685,                0.99408,                0.99318,                 1.1093,                0.04649,                0.00331,                0.41555,                 1.4684,              0.0003896,              0.0003896,              0.0003896
                    124,                0.54991,                0.05543,                0.04468,                0.34115,                 0.9524,                0.99057,                0.99362,                0.99123,                0.70917,                0.99371,                0.99678,                0.99389,                0.99345,                 1.0817,                0.04681,                0.00382,                0.40513,                 1.4442,              0.0003764,              0.0003764,              0.0003764
                    125,                 0.5553,                0.05046,                0.04454,                0.34681,                0.95802,                0.99338,                0.99685,                0.99308,                0.72884,                0.99338,                0.99685,                 0.9944,                 0.9939,                 1.0956,                0.04749,                0.00373,                 0.4046,                 1.4559,              0.0003632,              0.0003632,              0.0003632
                    126,                0.55283,                0.05668,                0.04418,                0.34206,                0.95482,                0.99056,                0.99356,                0.99195,                0.71778,                0.99371,                 0.9967,                0.99437,                0.99399,                 1.0883,                0.04345,                0.00284,                0.41201,                 1.5026,                0.00035,                0.00035,                0.00035
                    127,                0.55259,                0.05739,                0.04845,                0.34767,                0.95729,                0.99056,                0.99326,                0.99182,                0.71203,                0.99371,                0.99641,                 0.9941,                0.99362,                 1.0923,                0.04707,                0.00345,                0.41065,                 1.4916,              0.0003368,              0.0003368,              0.0003368
                    128,                0.54922,                0.05868,                0.04203,                0.33765,                0.95612,                0.99022,                0.99369,                0.99184,                0.70764,                0.99336,                0.99685,                0.99436,                0.99394,                 1.1111,                0.04696,                0.00325,                0.40727,                 1.5159,              0.0003236,              0.0003236,              0.0003236
                    129,                 0.5338,                0.05133,                0.04042,                0.33091,                0.94275,                0.99056,                0.99341,                0.99238,                0.71448,                0.99371,                0.99656,                 0.9944,                0.99407,                 1.0932,                0.04565,                0.00208,                0.40832,                 1.5044,              0.0003104,              0.0003104,              0.0003104
                    130,                0.53429,                0.05329,                0.04588,                0.33329,                0.94455,                 0.9871,                0.99369,                0.99234,                0.70538,                0.99024,                0.99685,                0.99445,                0.99348,                 1.0929,                0.04524,                0.00204,                0.40531,                 1.4963,              0.0002972,              0.0002972,              0.0002972
                    131,                  0.539,                0.05655,                0.03797,                0.34073,                0.94597,                0.98746,                0.99366,                0.99199,                 0.7086,                 0.9906,                 0.9968,                0.99385,                0.99276,                 1.0963,                0.04651,                0.00166,                0.41009,                 1.4829,               0.000284,               0.000284,               0.000284
                    132,                0.53528,                0.06327,                0.03699,                0.33526,                0.94217,                0.98715,                0.99369,                0.99186,                0.71593,                0.99028,                0.99685,                0.99392,                0.99337,                  1.094,                0.04694,                0.00157,                0.41416,                 1.4949,              0.0002708,              0.0002708,              0.0002708
                    133,                0.51997,                0.05037,                0.03836,                0.32936,                0.93509,                0.98707,                0.99054,                0.99081,                 0.7088,                0.99336,                0.99685,                0.99388,                0.99294,                 1.0944,                0.04887,                0.00136,                0.40517,                 1.4988,              0.0002576,              0.0002576,              0.0002576
                    134,                 0.5338,                0.04987,                 0.0431,                 0.3341,                0.94679,                0.98742,                0.99369,                0.99205,                0.71861,                0.99055,                0.99685,                0.99402,                0.99303,                 1.0933,                0.05014,                0.00182,                0.40366,                 1.4826,              0.0002444,              0.0002444,              0.0002444
                    135,                0.53197,                0.04836,                0.04053,                0.33566,                0.94781,                0.98742,                0.99049,                0.99065,                  0.722,                0.99371,                0.99677,                0.99382,                0.99334,                 1.0842,                0.05019,                0.00145,                0.39999,                   1.48,              0.0002312,              0.0002312,              0.0002312
                    136,                0.51604,                0.04856,                0.03886,                0.33004,                0.93894,                0.98741,                0.98991,                0.98997,                0.71509,                0.99371,                 0.9962,                0.99362,                0.99312,                 1.1023,                0.05072,                0.00195,                0.40887,                 1.4966,               0.000218,               0.000218,               0.000218
                    137,                0.50832,                0.05661,                0.04149,                0.32337,                0.93548,                 0.9872,                0.98738,                 0.9911,                0.71831,                 0.9935,                0.99369,                0.99404,                0.99356,                 1.0945,                0.05029,                0.00227,                0.40541,                 1.5089,              0.0002048,              0.0002048,              0.0002048
                    138,                0.50326,                 0.0533,                0.04014,                0.31751,                0.93283,                0.99031,                0.99054,                0.99224,                0.71702,                0.99347,                0.99369,                0.99389,                0.99347,                 1.0988,                 0.0484,                0.00188,                0.40446,                 1.5104,              0.0001916,              0.0001916,              0.0001916
                    139,                0.51601,                0.05055,                0.04185,                0.32702,                0.93945,                 0.9903,                0.99054,                0.99257,                0.72046,                0.99346,                0.99369,                0.99408,                 0.9931,                 1.0926,                0.04849,                0.00161,                0.40385,                  1.512,              0.0001784,              0.0001784,              0.0001784
                    140,                0.50947,                 0.0557,                0.03774,                0.32396,                0.93744,                0.98738,                0.98718,                0.99131,                0.71131,                0.99369,                0.99347,                0.99385,                0.99284,                  1.091,                0.04941,                0.00181,                0.40538,                 1.5054,              0.0001652,              0.0001652,              0.0001652
                    141,                0.38048,                0.02733,                0.00929,                0.23412,                0.84392,                0.98718,                0.99054,                0.99255,                0.68279,                0.99347,                0.99685,                0.99422,                0.99286,                 1.1016,                0.04973,                0.00168,                0.40336,                 1.5231,               0.000152,               0.000152,               0.000152
                    142,                0.35818,                0.02621,                0.00825,                0.22461,                0.83777,                0.98746,                0.99345,                0.99266,                0.67719,                0.99059,                0.99661,                0.99375,                0.99242,                 1.1065,                0.04793,                0.00161,                0.40893,                 1.5397,              0.0001388,              0.0001388,              0.0001388
                    143,                 0.3381,                0.02438,                 0.0062,                0.21749,                0.82962,                0.98746,                0.99348,                0.99261,                0.68986,                0.99059,                0.99662,                0.99381,                0.99231,                 1.0947,                0.04801,                0.00155,                0.41031,                 1.5159,              0.0001256,              0.0001256,              0.0001256
                    144,                0.34502,                0.02534,                0.00816,                0.21978,                0.83547,                0.99354,                0.99369,                0.99333,                0.69149,                0.99354,                0.99369,                0.99415,                  0.993,                 1.0852,                0.04713,                0.00091,                0.40069,                 1.5189,              0.0001124,              0.0001124,              0.0001124
                    145,                0.33497,                0.02497,                0.00934,                0.21585,                0.82925,                0.99056,                0.99352,                0.99272,                0.69652,                0.99371,                0.99666,                0.99426,                0.99311,                 1.0845,                0.04677,                0.00109,                0.40283,                 1.5251,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                0.32951,                 0.0229,                0.00648,                0.21261,                0.82644,                0.98742,                0.99042,                0.99192,                0.70102,                0.99371,                0.99671,                0.99423,                0.99392,                 1.0926,                0.04677,                0.00121,                0.40788,                 1.5171,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                0.31928,                0.02362,                0.00721,                0.21083,                0.82199,                0.98742,                0.99029,                0.99149,                0.70818,                0.99371,                0.99659,                0.99432,                0.99332,                 1.0934,                0.04648,                0.00113,                0.41096,                 1.5129,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                0.32361,                0.02452,                0.00586,                0.21104,                0.82098,                0.98742,                0.99015,                0.99155,                0.70583,                0.99371,                0.99645,                0.99426,                0.99321,                 1.0906,                0.04837,                0.00109,                0.40694,                 1.5145,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                0.31947,                0.02299,                0.00593,                0.20841,                0.82338,                0.99056,                0.99332,                 0.9924,                0.70496,                0.99371,                0.99648,                0.99423,                0.99317,                  1.096,                0.04749,                0.00114,                0.41042,                 1.5218,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                0.31393,                 0.0223,                0.00902,                0.21013,                0.82287,                0.98742,                0.99026,                0.99142,                0.70424,                0.99371,                0.99656,                 0.9942,                0.99316,                 1.0953,                0.04719,                0.00111,                0.40833,                 1.5211,               3.32e-05,               3.32e-05,               3.32e-05
