epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,1858.08,0.65542,0.06003,0.04967,0.40601,0.97629,0.99963,1,0.995,0.77663,0.98713,0.9875,0.98793,0.98793,0.95614,0.08628,0.00221,0.36648,1.22715,0.0005084,0.0005084,0.0005084
115,1874.21,0.64356,0.0529,0.04701,0.39185,0.97312,0.99962,1,0.995,0.7427,0.98713,0.9875,0.98806,0.98806,1.01793,0.08097,0.00198,0.37668,1.28306,0.0004952,0.0004952,0.0004952
116,1889.94,0.62411,0.05025,0.04585,0.38155,0.96196,0.99962,1,0.995,0.77083,0.98712,0.9875,0.98556,0.98556,0.99651,0.08113,0.00313,0.36424,1.24364,0.000482,0.000482,0.000482
117,1905.76,0.62883,0.05224,0.04639,0.38069,0.96552,0.99963,1,0.995,0.75159,0.98713,0.9875,0.98678,0.98678,1.04558,0.08465,0.00215,0.36543,1.30149,0.0004688,0.0004688,0.0004688
118,1922.35,0.62463,0.04892,0.04822,0.38475,0.96156,0.99961,1,0.995,0.75631,0.98712,0.9875,0.988,0.988,1.0225,0.08191,0.00486,0.37299,1.30013,0.0004556,0.0004556,0.0004556
119,1938.64,0.61871,0.04722,0.04932,0.37622,0.96414,0.99962,1,0.995,0.77167,0.98713,0.9875,0.98838,0.98838,0.97044,0.08309,0.00214,0.35446,1.25283,0.0004424,0.0004424,0.0004424
120,1954.49,0.62318,0.05603,0.04946,0.37356,0.96311,0.99964,1,0.995,0.78177,0.98714,0.9875,0.98671,0.98671,0.94278,0.08562,0.00257,0.34676,1.21256,0.0004292,0.0004292,0.0004292
121,1970.66,0.60994,0.04848,0.04864,0.3679,0.95391,0.99963,1,0.995,0.752,0.98714,0.9875,0.98802,0.98802,1.01676,0.08236,0.00236,0.35854,1.2875,0.000416,0.000416,0.000416
122,1987.59,0.60757,0.04563,0.03974,0.36464,0.95185,0.99962,1,0.995,0.76615,0.98713,0.9875,0.98419,0.98419,0.9747,0.08311,0.00234,0.35166,1.25287,0.0004028,0.0004028,0.0004028
123,2003.67,0.60144,0.05055,0.04158,0.36332,0.94852,0.99963,1,0.995,0.7478,0.98713,0.9875,0.98568,0.98568,1.02654,0.08414,0.00257,0.36423,1.30134,0.0003896,0.0003896,0.0003896
124,2019.18,0.60355,0.04985,0.04051,0.37311,0.95346,0.99963,1,0.995,0.76622,0.98714,0.9875,0.98573,0.98573,0.99696,0.08109,0.00197,0.35818,1.27653,0.0003764,0.0003764,0.0003764
125,2035.88,0.61071,0.04582,0.04161,0.37407,0.95981,0.9996,1,0.995,0.76186,0.98711,0.9875,0.98723,0.98723,0.99662,0.07987,0.0017,0.35935,1.27645,0.0003632,0.0003632,0.0003632
126,2052.6,0.59147,0.05375,0.04551,0.3609,0.94608,0.9996,1,0.995,0.77523,0.98711,0.9875,0.98594,0.98594,0.96017,0.08124,0.00196,0.35597,1.25035,0.00035,0.00035,0.00035
127,2068.64,0.59936,0.04819,0.04701,0.36106,0.94783,0.99962,1,0.995,0.77554,0.98713,0.9875,0.98567,0.98567,0.96791,0.08092,0.00288,0.34735,1.25255,0.0003368,0.0003368,0.0003368
128,2084.49,0.60257,0.05149,0.04036,0.36362,0.94679,0.99963,1,0.995,0.77296,0.98714,0.9875,0.98652,0.98652,0.94456,0.08005,0.00307,0.34044,1.23811,0.0003236,0.0003236,0.0003236
129,2100.85,0.57613,0.04635,0.04341,0.3531,0.94364,0.99962,1,0.995,0.76991,0.98712,0.9875,0.98791,0.98791,0.97544,0.0795,0.00258,0.34808,1.26568,0.0003104,0.0003104,0.0003104
130,2117.39,0.58774,0.03928,0.03815,0.35821,0.94748,0.99963,1,0.995,0.76715,0.98713,0.9875,0.98568,0.98568,0.99611,0.07903,0.00217,0.35071,1.28624,0.0002972,0.0002972,0.0002972
131,2133.07,0.57892,0.04511,0.04158,0.35673,0.94247,0.99961,1,0.995,0.77535,0.98712,0.9875,0.98528,0.98528,0.96494,0.0794,0.00302,0.34768,1.25282,0.000284,0.000284,0.000284
132,2149.35,0.59031,0.04826,0.04242,0.36181,0.95766,0.99962,1,0.995,0.75825,0.98713,0.9875,0.98563,0.98563,0.98599,0.07833,0.00229,0.35046,1.28603,0.0002708,0.0002708,0.0002708
133,2165.87,0.57748,0.04522,0.03927,0.35445,0.94779,0.99959,1,0.995,0.77326,0.9871,0.9875,0.98735,0.98735,0.98906,0.07779,0.00218,0.35453,1.27991,0.0002576,0.0002576,0.0002576
134,2182.03,0.58795,0.0496,0.04151,0.35807,0.95451,0.99959,1,0.995,0.76913,0.9871,0.9875,0.9869,0.9869,0.98112,0.07761,0.00161,0.34835,1.26704,0.0002444,0.0002444,0.0002444
135,2197.89,0.57133,0.03703,0.04054,0.34316,0.94461,0.99962,1,0.995,0.7686,0.98713,0.9875,0.98646,0.98646,1.00615,0.07826,0.00307,0.34926,1.29553,0.0002312,0.0002312,0.0002312
136,2213.78,0.57629,0.04682,0.04783,0.34883,0.94753,0.99963,1,0.995,0.77044,0.98713,0.9875,0.988,0.988,1.00303,0.07756,0.00267,0.3556,1.29159,0.000218,0.000218,0.000218
137,2230.63,0.56659,0.03922,0.03681,0.34894,0.94476,0.99963,1,0.995,0.75662,0.98713,0.9875,0.98692,0.98692,1.02319,0.07891,0.00237,0.35234,1.31647,0.0002048,0.0002048,0.0002048
138,2247.03,0.57859,0.04332,0.03859,0.35526,0.95378,0.99963,1,0.995,0.76994,0.98713,0.9875,0.98583,0.98583,0.99001,0.07881,0.00238,0.34793,1.27491,0.0001916,0.0001916,0.0001916
139,2263.02,0.55851,0.04345,0.04118,0.34337,0.94103,0.99961,1,0.995,0.77033,0.98712,0.9875,0.98761,0.98761,0.97837,0.07812,0.00207,0.35025,1.27258,0.0001784,0.0001784,0.0001784
140,2279.21,0.55107,0.04125,0.03509,0.34229,0.94292,0.99963,1,0.995,0.76379,0.98714,0.9875,0.98646,0.98646,1.00852,0.07756,0.00184,0.35757,1.29747,0.0001652,0.0001652,0.0001652
141,2299.33,0.4331,0.02757,0.00986,0.2505,0.86716,0.99961,1,0.995,0.75974,0.98712,0.9875,0.98538,0.98538,0.98121,0.07958,0.00262,0.3494,1.2801,0.000152,0.000152,0.000152
142,2315.25,0.42163,0.02644,0.00805,0.24389,0.86528,0.99962,1,0.995,0.75732,0.98713,0.9875,0.98569,0.98569,0.97622,0.07777,0.00208,0.3538,1.28222,0.0001388,0.0001388,0.0001388
143,2330.81,0.41103,0.02477,0.00696,0.24088,0.86491,0.99962,1,0.995,0.7622,0.98713,0.9875,0.98571,0.98571,0.97861,0.07879,0.00169,0.35306,1.28737,0.0001256,0.0001256,0.0001256
144,2346.93,0.40947,0.02415,0.00608,0.23954,0.85857,0.99963,1,0.995,0.76106,0.98713,0.9875,0.98661,0.98661,0.98841,0.07847,0.00167,0.35449,1.29,0.0001124,0.0001124,0.0001124
145,2362.72,0.40027,0.02423,0.00716,0.23569,0.85682,0.99963,1,0.995,0.76771,0.98713,0.9875,0.9866,0.9866,0.99729,0.07812,0.00155,0.34815,1.30555,9.92e-05,9.92e-05,9.92e-05
146,2377.95,0.40338,0.02361,0.00893,0.23647,0.85706,0.99964,1,0.995,0.76572,0.98714,0.9875,0.98744,0.98744,1.00174,0.07804,0.00185,0.35714,1.31233,8.6e-05,8.6e-05,8.6e-05
147,2393.25,0.3946,0.02361,0.00856,0.23099,0.86437,0.99964,1,0.995,0.76615,0.98714,0.9875,0.98686,0.98686,1.0029,0.07772,0.00141,0.35352,1.31099,7.28e-05,7.28e-05,7.28e-05
148,2408.86,0.39399,0.02313,0.00619,0.23147,0.85119,0.99963,1,0.995,0.77325,0.98714,0.9875,0.98642,0.98642,0.98546,0.07744,0.00134,0.35296,1.2926,5.96e-05,5.96e-05,5.96e-05
149,2425.23,0.3877,0.02245,0.00788,0.23147,0.85205,0.99964,1,0.995,0.77055,0.98714,0.9875,0.98661,0.98661,0.99401,0.07717,0.00141,0.35074,1.3,4.64e-05,4.64e-05,4.64e-05
150,2440.59,0.3951,0.02349,0.00701,0.23361,0.85181,0.99964,1,0.995,0.76588,0.98714,0.9875,0.98665,0.98665,0.99461,0.0774,0.00154,0.35029,1.30465,3.32e-05,3.32e-05,3.32e-05
